order_date,abn,respb_scene,respb_scene_name,actualcnt,cnt,ratio_payed
2017-01-24,abn1,1-3-5,运力接单后，取餐前__180分钟运单未完成,183,0.38246912,0.006467487
2017-01-24,abn1,1-4-4,取餐后__快送／选推配送超时未送达导致订单取消（T之外）,33,0.068969841,0.001166268
2017-01-24,abn1-ydnorm,1-2-2,商户确认订单后，运力接单前__超时呼单,6,0.826446281,0.000212049
2017-01-24,abn1-ydnorm,1-3-1,运力接单后，取餐前__用户取消,315,43.38842975,0.011132559
2017-01-24,abn3,3-1-3,商户确认订单前__风控取消,8012,4.034889811,0.283155766
2017-01-24,abn3,3-2-2,商户确认订单后，运力接单前__取消订单,10040,5.056202409,0.354828244
2016-12-01,abn1,1-2-2,商户确认订单后，运力接单前__超时呼单,183,0.801822723,0.003352835
2016-12-01,abn1,1-3-1,运力接单后，取餐前__用户取消,7628,33.42242475,0.139756412
2016-12-01,abn2,2-4-4,取餐后__配送完成，但被标欺诈,53411,53.74421413,0.978569706
2016-12-01,abn2,2-4-OTHER,取餐后__其他标品超时,17,0.017106058,0.000311466
2016-12-02,abn1,1-2-1,商户确认订单后，运力接单前__T 之内取消,4005,17.05997615,0.075971611
2016-12-02,abn1-ydnorm,1-4-7,取餐后__其他标品T 时间未送达导致订单取消,5,1.428571429,9.4846E-05
2016-12-02,abn2,2-4-3,取餐后__配送异常(用户原因),1777,2.392267202,0.033708253
2016-12-03,abn1,1-2-71,商户确认订单后，运力接单前__（快送）运单被退回（非商户）取消订单,55,0.240552834,0.000943211
2016-12-03,abn2,2-2-4,商户确认订单后，运力接单前__营业时间外运单退回商家自配送,4011,5.530735501,0.068785805
2016-12-03,abn2,2-2-OTHER,商户确认订单后，运力接单前__运单被退回商户（其他标品）,311,0.428835388,0.005333429
2016-12-03,abn2,2-3-3,运力接单后，取餐前__非商户原因取消运单,1675,2.30964397,0.028725062
2016-12-04,abn2,2-2-3,商户确认订单后，运力接单前__运单被退回商户（选推）,24530,34.19577885,0.409216087
2016-12-04,abn2,2-3-2,运力接单后，取餐前__商户取消运单,3899,5.435358407,0.065044171
2016-12-04,abn2,2-4-1,取餐后__专送超时,47,0.065519837,0.000784067
2016-12-05,abn1,1-3-9,运力接单后，取餐前__物流系统原因,64,0.323624595,0.001191715
2016-12-05,abn1-ydnorm,1-4-4,取餐后__快送／选推配送超时未送达导致订单取消（T之外）,9,4.285714286,0.000167585
2016-12-05,abn2,2-2-2,商户确认订单后，运力接单前__运单被退回商户（快送）,216,0.338589836,0.004022039
2016-12-05,abn2-chaoshi,2-4-OTHER,取餐后__其他标品超时,34305,29.34433942,0.638777926
2016-12-06,abn1,1-2-9,商户确认订单后，运力接单前__营业时间外，运单被退回,65,0.319803198,0.001186062
2016-12-06,abn1,1-4-7,取餐后__其他标品T 时间未送达导致订单取消,121,0.595325953,0.002207899
2016-12-06,abn1-ydnorm,1-2-5,商户确认订单后，运力接单前__自配送超时用户取消,1,0.507614213,1.82471E-05
2016-12-06,abn1-ydnorm,1-4-3,取餐后__专送超时未送达导致订单取消（T之外),39,19.79695431,0.000711637
2016-12-06,abn2,2-2-1,商户确认订单后，运力接单前__运单被退回商户（专送）,7571,13.7145859,0.138148817
2016-12-07,abn1,1-2-8,商户确认订单后，运力接单前__运单被退回商户选择取消订单（选推）,81,0.387615447,0.001462091
2016-12-07,abn1,1-2-OTHER,商户确认订单后，运力接单前__其他标品运单取消导致订单取消,151,0.72259176,0.002725627
2016-12-07,abn1,1-3-7,运力接单后，取餐前__骑手标记商户原因取消,349,1.670096186,0.006299629
2016-12-07,abn1,1-4-6,取餐后__骑手标记配送异常（配送商、骑手原因）,67,0.320620185,0.001209384
2016-12-07,abn1-ydnorm,1-3-3,运力接单后，取餐前__商户取消订单,5,2.252252252,9.02526E-05
2016-12-07,abn2-chaoshi,2-4-2,取餐后__快送选推超时,11041,9.308815594,0.199295705
2016-12-07,abn3,3-2-4,商户确认订单后，运力接单前__180分钟未送达被系统取消,8,0.004847985,0.000144404
2016-12-08,abn1,1-2-7,商户确认订单后，运力接单前__运单被退回商户选择取消订单（快送）,8,0.035829452,0.000140361
2016-12-08,abn1,1-3-6,运力接单后，取餐前__骑手或配送商原因,525,2.351307775,0.00921122
2016-12-08,abn1,1-4-5,取餐后__180分钟运单未送达导致订单被取消,38,0.170189896,0.000666717
2016-12-08,abn1-ydnorm,1-2-3,商户确认订单后，运力接单前__T 之内商户取消,3,1.395348837,5.26355E-05
2016-12-08,abn1-ydnorm,1-4-1,取餐后__T 之内用户取消,82,38.13953488,0.001438705
2016-12-08,abn2-chaoshi,2-4-1,取餐后__专送超时,80905,60.5241109,1.4194928
2016-12-09,abn1,1-2-6,商户确认订单后，运力接单前__运单被退回商户选择取消订单（专送）,819,3.695181375,0.014066432
2016-12-09,abn1,1-3-5,运力接单后，取餐前__180分钟运单未完成,54,0.243638332,0.000927457
2016-12-09,abn1,1-4-4,取餐后__快送／选推配送超时未送达导致订单取消（T之外）,27,0.121819166,0.000463729
2016-12-09,abn1-ydnorm,1-2-2,商户确认订单后，运力接单前__超时呼单,1,0.462962963,1.71751E-05
2016-12-09,abn1-ydnorm,1-3-1,运力接单后，取餐前__用户取消,56,25.92592593,0.000961807
2016-12-09,abn3,3-1-3,商户确认订单前__风控取消,21730,12.32858837,0.37321559
2016-12-09,abn3,3-2-2,商户确认订单后，运力接单前__取消订单,7275,4.127495646,0.124949076
2016-12-10,abn1,1-2-8,商户确认订单后，运力接单前__运单被退回商户选择取消订单（选推）,94,0.367058456,0.001444589
2016-12-10,abn1,1-2-OTHER,商户确认订单后，运力接单前__其他标品运单取消导致订单取消,199,0.777070561,0.003058226
2016-12-10,abn1,1-3-7,运力接单后，取餐前__骑手标记商户原因取消,431,1.68300207,0.006623594
2016-12-10,abn1,1-4-6,取餐后__骑手标记配送异常（配送商、骑手原因）,82,0.32019993,0.001260173
2016-12-10,abn1-ydnorm,1-3-3,运力接单后，取餐前__商户取消订单,4,1.550387597,6.14719E-05
2016-12-10,abn2-chaoshi,2-4-2,取餐后__快送选推超时,14593,8.645654363,0.224264762
2016-12-10,abn3,3-2-4,商户确认订单后，运力接单前__180分钟未送达被系统取消,17,0.008853475,0.000261255
2016-12-11,abn1,1-2-7,商户确认订单后，运力接单前__运单被退回商户选择取消订单（快送）,13,0.051219416,0.00019455
2016-12-11,abn1,1-3-6,运力接单后，取餐前__骑手或配送商原因,554,2.182735117,0.008290837
2016-12-11,abn1,1-4-5,取餐后__180分钟运单未送达导致订单被取消,42,0.165478114,0.000628547
2016-12-11,abn1-ydnorm,1-2-3,商户确认订单后，运力接单前__T 之内商户取消,4,1.593625498,5.98616E-05
2016-12-11,abn1-ydnorm,1-4-1,取餐后__T 之内用户取消,102,40.6374502,0.001526472
2016-12-11,abn2-chaoshi,2-4-1,取餐后__专送超时,95862,57.1093252,1.434614033
2016-12-12,abn1,1-2-6,商户确认订单后，运力接单前__运单被退回商户选择取消订单（专送）,891,3.227793073,0.013932252
2016-12-12,abn1,1-3-5,运力接单后，取餐前__180分钟运单未完成,301,1.090421678,0.004706631
2016-12-12,abn1,1-4-4,取餐后__快送／选推配送超时未送达导致订单取消（T之外）,41,0.148529199,0.000641103
2016-12-12,abn1-ydnorm,1-3-1,运力接单后，取餐前__用户取消,78,24.07407407,0.001219658
2016-12-12,abn3,3-1-3,商户确认订单前__风控取消,22314,12.17255638,0.348916138
2016-12-12,abn3,3-2-2,商户确认订单后，运力接单前__取消订单,8648,4.7175884,0.135225722
2016-12-13,abn1,1-2-10,商户确认订单后，运力接单前__运单退回后商户选择自配送系统自动取消,3,0.009844135,4.71459E-05
2016-12-13,abn1,1-2-5,商户确认订单后，运力接单前__自配送超时用户取消,423,1.38802297,0.006647566
2016-12-13,abn1,1-2-61,商户确认订单后，运力接单前__（专送）运单被退回（非商户）取消订单,3181,10.43806399,0.049990327
2016-12-13,abn1,1-3-4,运力接单后，取餐前__商户取消运单,9,0.029532404,0.000141438
2016-12-13,abn1,1-4-3,取餐后__专送超时未送达导致订单取消（T之外),1290,4.232977851,0.02027272
2016-12-13,abn1-ydnorm,1-2-1,商户确认订单后，运力接单前__T 之内取消,15,4.076086957,0.000235729
2016-12-13,abn3,3-1-2,商户确认订单前__商户拒单,16856,8.036310239,0.264896874
2016-12-13,abn3,3-2-1,商户确认订单后，运力接单前__用户取消,18277,8.713789881,0.287228296
2016-12-14,abn1,1-3-3,运力接单后，取餐前__商户取消订单,3573,14.04370726,0.056972852
2016-12-14,abn1,1-4-2,取餐后__骑手标记配送异常（用户原因）,2791,10.97004952,0.044503563
2016-12-14,abn3,3-1-1,商户确认订单前__商户未接单被系统取消,104904,49.6958672,1.672734416
2016-12-15,abn1,1-2-3,商户确认订单后，运力接单前__T 之内商户取消,410,1.611255207,0.00656916
2016-12-15,abn1,1-4-1,取餐后__T 之内用户取消,23,0.090387487,0.000368514
2016-12-15,abn3,3-1-0,商户确认订单前__商户确认前用户取消,38969,21.84165097,0.624374628
2016-12-16,abn1,1-2-2,商户确认订单后，运力接单前__超时呼单,179,0.717233642,0.002834191
2016-12-16,abn1,1-3-1,运力接单后，取餐前__用户取消,9752,39.07520936,0.154407998
2016-12-16,abn2,2-4-4,取餐后__配送完成，但被标欺诈,25414,38.17922332,0.402391804
2016-12-16,abn2,2-4-OTHER,取餐后__其他标品超时,14,0.021032074,0.000221669
2016-12-17,abn1,1-2-1,商户确认订单后，运力接单前__T 之内取消,3757,14.58462733,0.055967603
2016-12-17,abn1-ydnorm,1-4-7,取餐后__其他标品T 时间未送达导致订单取消,9,3.658536585,0.000134072
2016-12-17,abn2,2-4-3,取餐后__配送异常(用户原因),2122,3.175981082,0.031611194
2016-12-18,abn1,1-2-71,商户确认订单后，运力接单前__（快送）运单被退回（非商户）取消订单,44,0.179357574,0.000647618
2016-12-18,abn2,2-2-4,商户确认订单后，运力接单前__营业时间外运单退回商家自配送,4556,6.981198572,0.067057857
2016-12-18,abn2,2-2-OTHER,商户确认订单后，运力接单前__运单被退回商户（其他标品）,388,0.594535787,0.00571081
2016-12-18,abn2,2-3-3,运力接单后，取餐前__非商户原因取消运单,1847,2.830174224,0.02718522
2016-12-18,abn2,2-4-2,取餐后__快送选推超时,3,0.004596926,4.41557E-05
2016-12-19,abn2,2-2-3,商户确认订单后，运力接单前__运单被退回商户（选推）,17214,28.05639312,0.277012634
2016-12-19,abn2,2-3-2,运力接单后，取餐前__商户取消运单,4100,6.68242197,0.065978378
2016-12-19,abn2,2-4-1,取餐后__专送超时,24,0.039116616,0.000386215
2016-12-20,abn1,1-2-1,商户确认订单后，运力接单前__T 之内取消,4834,16.8743673,0.07279796
2016-12-20,abn1-ydnorm,1-4-7,取餐后__其他标品T 时间未送达导致订单取消,12,3.80952381,0.000180715
2016-12-20,abn2,2-4-3,取餐后__配送异常(用户原因),2425,3.621132481,0.036519456
2016-12-21,abn1,1-2-71,商户确认订单后，运力接单前__（快送）运单被退回（非商户）取消订单,37,0.067865004,0.000549485
2016-12-21,abn2,2-2-4,商户确认订单后，运力接单前__营业时间外运单退回商家自配送,4463,5.466214313,0.06627978
2016-12-21,abn2,2-2-OTHER,商户确认订单后，运力接单前__运单被退回商户（其他标品）,573,0.701801658,0.008509593
2016-12-21,abn2,2-3-3,运力接单后，取餐前__非商户原因取消运单,3965,4.85627151,0.058884008
2016-12-21,abn2,2-4-2,取餐后__快送选推超时,2,0.002449569,2.97019E-05
2016-12-22,abn2,2-2-3,商户确认订单后，运力接单前__运单被退回商户（选推）,16280,25.44624715,0.249249648
2016-12-22,abn2,2-3-2,运力接单后，取餐前__商户取消运单,4948,7.733908531,0.075754746
2016-12-22,abn2,2-4-1,取餐后__专送超时,37,0.05783238,0.000566476
2016-12-23,abn1,1-3-9,运力接单后，取餐前__物流系统原因,140,0.506732301,0.002148911
2016-12-23,abn1-ydnorm,1-4-4,取餐后__快送／选推配送超时未送达导致订单取消（T之外）,13,4.924242424,0.000199542
2016-12-23,abn2,2-2-2,商户确认订单后，运力接单前__运单被退回商户（快送）,237,0.368860113,0.0036378
2016-12-23,abn2-chaoshi,2-4-OTHER,取餐后__其他标品超时,61888,34.47434533,0.949941573
2016-12-24,abn1,1-2-9,商户确认订单后，运力接单前__营业时间外，运单被退回,141,0.324989628,0.001934542
2016-12-24,abn1,1-4-7,取餐后__其他标品T 时间未送达导致订单取消,501,1.15475038,0.006873799
2016-12-24,abn1-ydnorm,1-2-5,商户确认订单后，运力接单前__自配送超时用户取消,4,0.816326531,5.48806E-05
2016-12-24,abn1-ydnorm,1-4-3,取餐后__专送超时未送达导致订单取消（T之外),82,16.73469388,0.001125053
2016-12-24,abn2,2-2-1,商户确认订单后，运力接单前__运单被退回商户（专送）,9117,11.26877202,0.125086677
2016-12-25,abn1,1-2-8,商户确认订单后，运力接单前__运单被退回商户选择取消订单（选推）,300,0.541271989,0.003841879
2016-12-25,abn1,1-2-OTHER,商户确认订单后，运力接单前__其他标品运单取消导致订单取消,460,0.829950383,0.005890881
2016-12-25,abn1,1-3-7,运力接单后，取餐前__骑手标记商户原因取消,1282,2.313035634,0.01641763
2016-12-25,abn1,1-4-6,取餐后__骑手标记配送异常（配送商、骑手原因）,275,0.49616599,0.003521722
2016-12-25,abn1-ydnorm,1-3-3,运力接单后，取餐前__商户取消订单,6,0.92879257,7.68376E-05
2016-12-25,abn2-chaoshi,2-4-2,取餐后__快送选推超时,20023,7.315433544,0.256419812
2016-12-25,abn3,3-2-4,商户确认订单后，运力接单前__180分钟未送达被系统取消,62,0.019966186,0.000793988
2016-12-26,abn1,1-2-7,商户确认订单后，运力接单前__运单被退回商户选择取消订单（快送）,19,0.044337619,0.000267928
2016-12-26,abn1,1-3-6,运力接单后，取餐前__骑手或配送商原因,980,2.286887732,0.013819449
2016-12-26,abn1,1-4-5,取餐后__180分钟运单未送达导致订单被取消,54,0.126012181,0.00076148
2016-12-26,abn1-ydnorm,1-2-3,商户确认订单后，运力接单前__T 之内商户取消,20,4.06504065,0.00028203
2016-12-26,abn1-ydnorm,1-4-1,取餐后__T 之内用户取消,183,37.19512195,0.002580571
2016-12-26,abn2-chaoshi,2-4-1,取餐后__专送超时,141524,59.39149775,1.995697639
2016-12-27,abn1,1-2-6,商户确认订单后，运力接单前__运单被退回商户选择取消订单（专送）,1426,4.068357536,0.0203241
2016-12-27,abn1,1-3-5,运力接单后，取餐前__180分钟运单未完成,327,0.932926307,0.004660575
2016-12-27,abn1,1-4-4,取餐后__快送／选推配送超时未送达导致订单取消（T之外）,49,0.139796297,0.000698374
2016-12-27,abn1-ydnorm,1-3-1,运力接单后，取餐前__用户取消,63,22.2614841,0.000897909
2016-12-27,abn3,3-1-3,商户确认订单前__风控取消,28530,10.48010873,0.406624516
2016-12-27,abn3,3-2-2,商户确认订单后，运力接单前__取消订单,11038,4.054659663,0.157319362
2016-12-28,abn1,1-2-10,商户确认订单后，运力接单前__运单退回后商户选择自配送系统自动取消,3,0.008987687,4.28854E-05
2016-12-28,abn1,1-2-5,商户确认订单后，运力接单前__自配送超时用户取消,626,1.87543066,0.008948751
2016-12-28,abn1,1-2-61,商户确认订单后，运力接单前__（专送）运单被退回（非商户）取消订单,3353,10.04523802,0.047931566
2016-12-28,abn1,1-3-4,运力接单后，取餐前__商户取消运单,9,0.026963061,0.000128656
2016-12-28,abn1,1-4-3,取餐后__专送超时未送达导致订单取消（T之外),1476,4.42194194,0.02109961
2016-12-28,abn1-ydnorm,1-2-1,商户确认订单后，运力接单前__T 之内取消,17,5.24691358,0.000243017
2016-12-28,abn3,3-1-2,商户确认订单前__商户拒单,22281,9.145387902,0.318509761
2016-12-28,abn3,3-2-1,商户确认订单后，运力接单前__用户取消,19158,7.863531324,0.273866075
2016-12-29,abn1,1-3-3,运力接单后，取餐前__商户取消订单,4415,13.66323152,0.06292806
2016-12-29,abn1,1-4-2,取餐后__骑手标记配送异常（用户原因）,3346,10.35496549,0.047691345
2016-12-29,abn3,3-1-1,商户确认订单前__商户未接单被系统取消,106175,48.21358835,1.513337898
2016-12-30,abn1,1-2-6,商户确认订单后，运力接单前__运单被退回商户选择取消订单（专送）,1273,4.08733344,0.018581289
2016-12-30,abn1,1-3-5,运力接单后，取餐前__180分钟运单未完成,102,0.327500401,0.001488839
2016-12-30,abn1,1-4-4,取餐后__快送／选推配送超时未送达导致订单取消（T之外）,50,0.160539412,0.000729823
2016-12-30,abn1-ydnorm,1-3-1,运力接单后，取餐前__用户取消,70,25.08960573,0.001021752
2016-12-30,abn3,3-1-3,商户确认订单前__风控取消,19720,9.605595795,0.287842115
2016-12-30,abn3,3-2-2,商户确认订单后，运力接单前__取消订单,11071,5.392675003,0.161597366
2016-12-31,abn1,1-2-10,商户确认订单后，运力接单前__运单退回后商户选择自配送系统自动取消,1,0.003154873,1.52635E-05
2016-12-31,abn1,1-2-5,商户确认订单后，运力接单前__自配送超时用户取消,534,1.684702022,0.008150693
2016-12-31,abn1,1-2-61,商户确认订单后，运力接单前__（专送）运单被退回（非商户）取消订单,3433,10.83067798,0.052399494
2016-12-31,abn1,1-3-4,运力接单后，取餐前__商户取消运单,8,0.025238982,0.000122108
2016-12-31,abn1,1-4-3,取餐后__专送超时未送达导致订单取消（T之外),931,2.937186485,0.014210291
2016-12-31,abn1-ydnorm,1-2-1,商户确认订单后，运力接单前__T 之内取消,6,2.666666667,9.15808E-05
2016-12-31,abn3,3-1-2,商户确认订单前__商户拒单,26275,11.60869315,0.401047685
2016-12-31,abn3,3-2-1,商户确认订单后，运力接单前__用户取消,19335,8.542495991,0.2951192
2017-01-01,abn1,1-2-5,商户确认订单后，运力接单前__自配送超时用户取消,745,2.224810369,0.011780798
2017-01-01,abn1,1-3-4,运力接单后，取餐前__商户取消运单,6,0.017917936,9.48789E-05
2017-01-01,abn1,1-4-3,取餐后__专送超时未送达导致订单取消（T之外),1184,3.535806008,0.018722772
2017-01-01,abn1-ydnorm,1-2-1,商户确认订单后，运力接单前__T 之内取消,4,1.632653061,6.32526E-05
2017-01-01,abn3,3-1-2,商户确认订单前__商户拒单,30829,12.50157136,0.487503657
2017-01-01,abn3,3-2-1,商户确认订单后，运力接单前__用户取消,20857,8.457792142,0.329814907
2017-01-02,abn1,1-3-3,运力接单后，取餐前__商户取消订单,4337,15.06844556,0.064017963
2017-01-02,abn1,1-4-2,取餐后__骑手标记配送异常（用户原因）,2708,9.408658189,0.03997248
2017-01-02,abn2-chaoshi,2-4-2,取餐后__快送选推超时,16290,8.779352085,0.240454836
2017-01-02,abn3,3-1-1,商户确认订单前__商户未接单被系统取消,97415,44.67901648,1.437931728
2017-01-03,abn1,1-2-3,商户确认订单后，运力接单前__T 之内商户取消,470,1.648313109,0.007162933
2017-01-03,abn1,1-4-1,取餐后__T 之内用户取消,31,0.108718524,0.000472449
2017-01-03,abn2-chaoshi,2-4-1,取餐后__专送超时,95400,55.87279276,1.453922986
2017-01-03,abn3,3-1-0,商户确认订单前__商户确认前用户取消,41571,21.4202903,0.633553799
2017-01-04,abn1,1-2-2,商户确认订单后，运力接单前__超时呼单,235,0.768425871,0.003469095
2017-01-04,abn1,1-3-1,运力接单后，取餐前__用户取消,11612,37.97004774,0.171417555
2017-01-04,abn2,2-4-4,取餐后__配送完成，但被标欺诈,24636,37.10632145,0.363679201
2017-01-04,abn2,2-4-OTHER,取餐后__其他标品超时,21,0.03162984,0.000310004
2017-01-05,abn1,1-2-1,商户确认订单后，运力接单前__T 之内取消,8504,18.83207476,0.117795485
2017-01-05,abn1,1-2-10,商户确认订单后，运力接单前__运单退回后商户选择自配送系统自动取消,7,0.015501473,9.69624E-05
2017-01-05,abn1,1-2-61,商户确认订单后，运力接单前__（专送）运单被退回（非商户）取消订单,3897,8.629891268,0.053980363
2017-01-05,abn1-ydnorm,1-4-7,取餐后__其他标品T 时间未送达导致订单取消,11,2.546296296,0.00015237
2017-01-05,abn2,2-4-3,取餐后__配送异常(用户原因),3766,4.47619274,0.05216578
2017-01-06,abn2,2-2-4,商户确认订单后，运力接单前__营业时间外运单退回商家自配送,5545,7.151701189,0.080259726
2017-01-06,abn2,2-3-3,运力接单后，取餐前__非商户原因取消运单,3236,4.173652849,0.046838679
2017-01-06,abn2,2-4-2,取餐后__快送选推超时,1,0.001289757,1.44743E-05
2017-01-07,abn2,2-2-3,商户确认订单后，运力接单前__运单被退回商户（选推）,29040,31.01835039,0.39121222
2017-01-07,abn2,2-3-2,运力接单后，取餐前__商户取消运单,9524,10.17282263,0.12830252
2017-01-07,abn2,2-4-1,取餐后__专送超时,81,0.086518126,0.001091191
2017-01-08,abn1,1-3-9,运力接单后，取餐前__物流系统原因,143,0.389062713,0.002036877
2017-01-08,abn1-ydnorm,1-4-4,取餐后__快送／选推配送超时未送达导致订单取消（T之外）,8,4.102564103,0.000113951
2017-01-08,abn2,2-2-2,商户确认订单后，运力接单前__运单被退回商户（快送）,430,0.516497904,0.006124876
2017-01-08,abn2-chaoshi,2-4-OTHER,取餐后__其他标品超时,85184,38.04215791,1.21335223
2017-01-09,abn1,1-2-9,商户确认订单后，运力接单前__营业时间外，运单被退回,109,0.321647781,0.001708358
2017-01-09,abn1,1-4-7,取餐后__其他标品T 时间未送达导致订单取消,230,0.678706327,0.003604792
2017-01-09,abn1-ydnorm,1-4-3,取餐后__专送超时未送达导致订单取消（T之外),45,19.82378855,0.000705285
2017-01-09,abn2,2-2-1,商户确认订单后，运力接单前__运单被退回商户（专送）,12134,16.30694799,0.190176284
2017-01-10,abn2,2-2-3,商户确认订单后，运力接单前__运单被退回商户（选推）,31186,36.38293901,0.485075143
2017-01-10,abn2,2-3-2,运力接单后，取餐前__商户取消运单,6574,7.669513276,0.102253703
2017-01-10,abn2,2-4-1,取餐后__专送超时,48,0.05599888,0.000746604
2017-01-11,abn1,1-3-9,运力接单后，取餐前__物流系统原因,204,0.442852491,0.00320486
2017-01-11,abn1-ydnorm,1-4-4,取餐后__快送／选推配送超时未送达导致订单取消（T之外）,8,2.631578947,0.000125681
2017-01-11,abn2,2-2-2,商户确认订单后，运力接单前__运单被退回商户（快送）,664,0.658233871,0.010431506
2017-01-11,abn2-chaoshi,2-4-OTHER,取餐后__其他标品超时,75952,34.52630431,1.193213488
2017-01-12,abn1,1-2-9,商户确认订单后，运力接单前__营业时间外，运单被退回,135,0.282426778,0.00217852
2017-01-12,abn1,1-4-7,取餐后__其他标品T 时间未送达导致订单取消,467,0.976987448,0.007536066
2017-01-12,abn1-ydnorm,1-2-5,商户确认订单后，运力接单前__自配送超时用户取消,5,1.543209877,8.06859E-05
2017-01-12,abn1-ydnorm,1-4-3,取餐后__专送超时未送达导致订单取消（T之外),72,22.22222222,0.001161877
2017-01-12,abn2,2-2-1,商户确认订单后，运力接单前__运单被退回商户（专送）,16929,16.70152523,0.273186434
2017-01-13,abn1,1-2-71,商户确认订单后，运力接单前__（快送）运单被退回（非商户）取消订单,331,0.760622286,0.005779515
2017-01-13,abn1,1-2-8,商户确认订单后，运力接单前__运单被退回商户选择取消订单（选推）,349,0.801985431,0.006093809
2017-01-13,abn1,1-2-OTHER,商户确认订单后，运力接单前__其他标品运单取消导致订单取消,419,0.962842108,0.007316063
2017-01-13,abn1,1-3-7,运力接单后，取餐前__骑手标记商户原因取消,607,1.394857182,0.010598688
2017-01-13,abn1,1-4-6,取餐后__骑手标记配送异常（配送商、骑手原因）,201,0.461888457,0.003509615
2017-01-13,abn1-ydnorm,1-3-3,运力接单后，取餐前__商户取消订单,6,2.362204724,0.000104765
2017-01-13,abn2,2-2-OTHER,商户确认订单后，运力接单前__运单被退回商户（其他标品）,714,0.736507675,0.01246699
2017-01-13,abn3,3-2-4,商户确认订单后，运力接单前__180分钟未送达被系统取消,18,0.008886168,0.000314294
2017-01-14,abn1,1-2-7,商户确认订单后，运力接单前__运单被退回商户选择取消订单（快送）,50,0.121933376,0.000896082
2017-01-14,abn1,1-3-6,运力接单后，取餐前__骑手或配送商原因,964,2.350875482,0.017276456
2017-01-14,abn1,1-4-5,取餐后__180分钟运单未送达导致订单被取消,55,0.134126713,0.00098569
2017-01-14,abn1-ydnorm,1-2-3,商户确认订单后，运力接单前__T 之内商户取消,7,3.664921466,0.000125451
2017-01-14,abn1-ydnorm,1-4-1,取餐后__T 之内用户取消,67,35.07853403,0.00120075
2017-01-15,abn1,1-2-6,商户确认订单后，运力接单前__运单被退回商户选择取消订单（专送）,1901,4.300418505,0.03473971
2017-01-15,abn1,1-3-5,运力接单后，取餐前__180分钟运单未完成,124,0.280511254,0.002266031
2017-01-15,abn1,1-4-4,取餐后__快送／选推配送超时未送达导致订单取消（T之外）,33,0.074652189,0.000603057
2017-01-15,abn1-ydnorm,1-3-1,运力接单后，取餐前__用户取消,46,23.95833333,0.000840624
2017-01-15,abn3,3-1-3,商户确认订单前__风控取消,15933,7.821643169,0.291166648
2017-01-15,abn3,3-2-2,商户确认订单后，运力接单前__取消订单,10296,5.054392648,0.188153631
2017-01-16,abn1,1-2-5,商户确认订单后，运力接单前__自配送超时用户取消,778,1.962070009,0.01527484
2017-01-16,abn1,1-3-4,运力接单后，取餐前__商户取消运单,4,0.010087764,7.85339E-05
2017-01-16,abn1,1-4-3,取餐后__专送超时未送达导致订单取消（T之外),1787,4.506708363,0.035085012
2017-01-16,abn1-ydnorm,1-2-1,商户确认订单后，运力接单前__T 之内取消,15,5.791505792,0.000294502
2017-01-16,abn3,3-1-2,商户确认订单前__商户拒单,24285,12.66182474,0.476798833
2017-01-16,abn3,3-2-1,商户确认订单后，运力接单前__用户取消,12224,6.373405215,0.239999545
2017-01-17,abn1,1-3-3,运力接单后，取餐前__商户取消订单,5089,12.26738019,0.100113294
2017-01-17,abn1,1-4-2,取餐后__骑手标记配送异常（用户原因）,4051,9.765210684,0.079693251
2017-01-17,abn2-chaoshi,2-4-2,取餐后__快送选推超时,11720,5.62469105,0.230561565
2017-01-17,abn3,3-1-1,商户确认订单前__商户未接单被系统取消,93151,47.20880613,1.832511974
2017-01-18,abn1,1-2-3,商户确认订单后，运力接单前__T 之内商户取消,864,1.533002129,0.01678986
2017-01-18,abn1,1-4-1,取餐后__T 之内用户取消,72,0.127750177,0.001399155
2017-01-18,abn2-chaoshi,2-4-1,取餐后__专送超时,147925,57.81233512,2.874583436
2017-01-18,abn3,3-1-0,商户确认订单前__商户确认前用户取消,44926,20.92705854,0.873033871
2017-01-19,abn1,1-2-2,商户确认订单后，运力接单前__超时呼单,560,0.992098643,0.01143586
2017-01-19,abn1,1-3-1,运力接单后，取餐前__用户取消,16761,29.6938667,0.342279375
2017-01-19,abn2,2-4-4,取餐后__配送完成，但被标欺诈,20002,19.4839225,0.408464415
2017-01-19,abn2,2-4-OTHER,取餐后__其他标品超时,15,0.014611481,0.000306318
2017-01-20,abn1,1-3-3,运力接单后，取餐前__商户取消订单,6372,9.653375348,0.14043619
2017-01-20,abn1,1-4-2,取餐后__骑手标记配送异常（用户原因）,4736,7.174887892,0.10437944
2017-01-20,abn2-chaoshi,2-4-2,取餐后__快送选推超时,10232,4.056052167,0.22550896
2017-01-20,abn3,3-1-1,商户确认订单前__商户未接单被系统取消,115266,49.06669164,2.540413974
2017-01-21,abn1,1-2-3,商户确认订单后，运力接单前__T 之内商户取消,1128,1.670170867,0.026388607
2017-01-21,abn1,1-4-1,取餐后__T 之内用户取消,71,0.105126003,0.001660985
2017-01-21,abn2-chaoshi,2-4-1,取餐后__专送超时,129641,56.61821866,3.032841651
2017-01-21,abn3,3-1-0,商户确认订单前__商户确认前用户取消,42135,18.91242874,0.985712722
2017-01-22,abn1,1-2-2,商户确认订单后，运力接单前__超时呼单,508,0.727324791,0.013427012
2017-01-22,abn1,1-3-1,运力接单后，取餐前__用户取消,15125,21.65509342,0.399770789
